,Time,Status,Message,Location,Year
445,0 days 01:16:30.375000,6,VSCDeployed,Monza,2019
446,0 days 01:17:34.771000,7,VSCEnding,Monza,2019
447,0 days 01:17:49.029000,1,AllClear,Monza,2019
448,0 days 00:08:25.229000,1,AllClear,Singapore,2019
449,0 days 01:37:18.320000,2,Yellow,Singapore,2019
450,0 days 01:38:41.623000,4,SCDeployed,Singapore,2019
451,0 days 01:50:16.051000,1,AllClear,Singapore,2019
452,0 days 01:56:00.932000,2,Yellow,Singapore,2019
453,0 days 01:56:48.216000,4,SCDeployed,Singapore,2019
454,0 days 02:06:01.324000,1,AllClear,Singapore,2019
455,0 days 02:10:11.514000,2,Yellow,Singapore,2019
456,0 days 02:10:12.138000,1,AllClear,Singapore,2019
457,0 days 02:10:13.449000,2,Yellow,Singapore,2019
458,0 days 02:11:01.543000,4,SCDeployed,Singapore,2019
459,0 days 02:14:30.971000,1,AllClear,Singapore,2019
460,0 days 00:00:00,1,AllClear,Sochi,2019
461,0 days 00:34:04.751000,2,Yellow,Sochi,2019
462,0 days 00:34:21.605000,4,SCDeployed,Sochi,2019
463,0 days 00:40:44.764000,1,AllClear,Sochi,2019
464,0 days 01:20:48.652000,2,Yellow,Sochi,2019
465,0 days 01:21:20.030000,6,VSCDeployed,Sochi,2019
466,0 days 01:23:29.896000,7,VSCEnding,Sochi,2019
467,0 days 01:23:39.990000,1,AllClear,Sochi,2019
468,0 days 01:23:53.196000,2,Yellow,Sochi,2019
469,0 days 01:24:29.364000,4,SCDeployed,Sochi,2019
470,0 days 01:32:58.607000,1,AllClear,Sochi,2019
471,0 days 00:10:00.843000,1,AllClear,Suzuka,2019
472,0 days 00:38:41.877000,2,Yellow,Suzuka,2019
473,0 days 00:38:53.609000,1,AllClear,Suzuka,2019
474,0 days 01:56:01.099000,2,Yellow,Suzuka,2019
475,0 days 02:01:04.937000,1,AllClear,Suzuka,2019
476,0 days 00:00:00,1,AllClear,Mexico City,2019
477,0 days 00:34:13.665000,6,VSCDeployed,Mexico City,2019
478,0 days 00:36:25.134000,7,VSCEnding,Mexico City,2019
479,0 days 00:36:44.204000,1,AllClear,Mexico City,2019
480,0 days 00:40:12.845000,2,Yellow,Mexico City,2019
481,0 days 00:40:29.452000,1,AllClear,Mexico City,2019
482,0 days 02:10:07.154000,2,Yellow,Mexico City,2019
483,0 days 02:10:11.735000,1,AllClear,Mexico City,2019
484,0 days 00:00:00,1,AllClear,Austin,2019
485,0 days 00:46:39.218000,2,Yellow,Austin,2019
486,0 days 00:47:43.187000,1,AllClear,Austin,2019
487,0 days 02:04:25.783000,2,Yellow,Austin,2019
488,0 days 00:00:00,1,AllClear,São Paulo,2019
489,0 days 00:42:23.641000,2,Yellow,São Paulo,2019
490,0 days 00:42:30.955000,1,AllClear,São Paulo,2019
491,0 days 01:37:05.268000,2,Yellow,São Paulo,2019
492,0 days 01:38:43.182000,4,SCDeployed,São Paulo,2019
493,0 days 01:48:57.038000,1,AllClear,São Paulo,2019
494,0 days 01:57:18.072000,4,SCDeployed,São Paulo,2019
495,0 days 02:03:13.891000,1,AllClear,São Paulo,2019
496,0 days 02:04:43.624000,2,Yellow,São Paulo,2019
497,0 days 02:04:51.254000,1,AllClear,São Paulo,2019
498,0 days 00:00:00,1,AllClear,Yas Island,2019
499,0 days 00:33:44.715000,2,Yellow,Yas Island,2019
500,0 days 00:34:50.953000,1,AllClear,Yas Island,2019
501,0 days 00:06:02.707000,1,AllClear,Barcelona,2020
502,0 days 01:24:54.341000,2,Yellow,Barcelona,2020
503,0 days 01:25:39.088000,1,AllClear,Barcelona,2020
504,0 days 00:06:02.707000,1,AllClear,Barcelona,2020
505,0 days 01:24:54.341000,2,Yellow,Barcelona,2020
506,0 days 01:25:39.088000,1,AllClear,Barcelona,2020
507,0 days 00:07:56.420000,1,AllClear,Spielberg,2020
508,0 days 00:56:21.333000,2,Yellow,Spielberg,2020
509,0 days 00:56:30.327000,1,AllClear,Spielberg,2020
510,0 days 01:01:52.836000,2,Yellow,Spielberg,2020
511,0 days 01:02:31.497000,4,SCDeployed,Spielberg,2020
512,0 days 01:10:47.603000,1,AllClear,Spielberg,2020
513,0 days 01:11:20.892000,2,Yellow,Spielberg,2020
514,0 days 01:11:28.620000,1,AllClear,Spielberg,2020
515,0 days 01:34:24.520000,2,Yellow,Spielberg,2020
516,0 days 01:34:38.932000,4,SCDeployed,Spielberg,2020
517,0 days 01:40:24.625000,1,AllClear,Spielberg,2020
518,0 days 01:40:34.511000,2,Yellow,Spielberg,2020
519,0 days 01:40:55.235000,4,SCDeployed,Spielberg,2020
520,0 days 01:51:02.467000,1,AllClear,Spielberg,2020
521,0 days 02:00:34.428000,2,Yellow,Spielberg,2020
522,0 days 02:01:44.898000,1,AllClear,Spielberg,2020
523,0 days 02:01:58.819000,2,Yellow,Spielberg,2020
524,0 days 02:02:12.139000,1,AllClear,Spielberg,2020
525,0 days 00:07:56.420000,1,AllClear,Spielberg,2020
526,0 days 00:56:21.333000,2,Yellow,Spielberg,2020
527,0 days 00:56:30.327000,1,AllClear,Spielberg,2020
528,0 days 01:01:52.836000,2,Yellow,Spielberg,2020
529,0 days 01:02:31.497000,4,SCDeployed,Spielberg,2020
530,0 days 01:10:47.603000,1,AllClear,Spielberg,2020
531,0 days 01:11:20.892000,2,Yellow,Spielberg,2020
532,0 days 01:11:28.620000,1,AllClear,Spielberg,2020
533,0 days 01:34:24.520000,2,Yellow,Spielberg,2020
534,0 days 01:34:38.932000,4,SCDeployed,Spielberg,2020
535,0 days 01:40:24.625000,1,AllClear,Spielberg,2020
536,0 days 01:40:34.511000,2,Yellow,Spielberg,2020
537,0 days 01:40:55.235000,4,SCDeployed,Spielberg,2020
538,0 days 01:51:02.467000,1,AllClear,Spielberg,2020
539,0 days 02:00:34.428000,2,Yellow,Spielberg,2020
540,0 days 02:01:44.898000,1,AllClear,Spielberg,2020
541,0 days 02:01:58.819000,2,Yellow,Spielberg,2020
542,0 days 02:02:12.139000,1,AllClear,Spielberg,2020
543,0 days 00:00:00,1,AllClear,Budapest,2020
544,0 days 00:07:17.355000,2,Yellow,Budapest,2020
545,0 days 00:07:35.050000,1,AllClear,Budapest,2020
546,0 days 00:38:34.469000,2,Yellow,Budapest,2020
547,0 days 00:38:48.369000,1,AllClear,Budapest,2020
548,0 days 00:39:43.759000,2,Yellow,Budapest,2020
549,0 days 00:39:47.570000,1,AllClear,Budapest,2020
550,0 days 01:31:42.461000,2,Yellow,Budapest,2020
551,0 days 01:31:58.377000,1,AllClear,Budapest,2020
552,0 days 00:08:44.159000,1,AllClear,Silverstone,2020
553,0 days 00:35:07.230000,2,Yellow,Silverstone,2020
554,0 days 00:35:21.022000,4,SCDeployed,Silverstone,2020
555,0 days 00:44:16.115000,1,AllClear,Silverstone,2020
556,0 days 00:54:57.839000,2,Yellow,Silverstone,2020
557,0 days 00:55:05.878000,4,SCDeployed,Silverstone,2020
558,0 days 01:09:55.304000,1,AllClear,Silverstone,2020
559,0 days 01:54:26.907000,2,Yellow,Silverstone,2020
560,0 days 01:54:31.901000,1,AllClear,Silverstone,2020
561,0 days 00:08:44.159000,1,AllClear,Silverstone,2020
562,0 days 00:35:07.230000,2,Yellow,Silverstone,2020
563,0 days 00:35:21.022000,4,SCDeployed,Silverstone,2020
564,0 days 00:44:16.115000,1,AllClear,Silverstone,2020
565,0 days 00:54:57.839000,2,Yellow,Silverstone,2020
566,0 days 00:55:05.878000,4,SCDeployed,Silverstone,2020
567,0 days 01:09:55.304000,1,AllClear,Silverstone,2020
568,0 days 01:54:26.907000,2,Yellow,Silverstone,2020
569,0 days 01:54:31.901000,1,AllClear,Silverstone,2020
570,0 days 00:06:02.707000,1,AllClear,Barcelona,2020
571,0 days 01:24:54.341000,2,Yellow,Barcelona,2020
572,0 days 01:25:39.088000,1,AllClear,Barcelona,2020
573,0 days 00:14:39.519000,1,AllClear,Spa-Francorchamps,2020
574,0 days 00:14:39.519000,2,Yellow,Spa-Francorchamps,2020
575,0 days 00:14:39.519000,1,AllClear,Spa-Francorchamps,2020
576,0 days 00:52:08.373000,2,Yellow,Spa-Francorchamps,2020
577,0 days 00:52:19.307000,4,SCDeployed,Spa-Francorchamps,2020
578,0 days 01:03:21.213000,1,AllClear,Spa-Francorchamps,2020
579,0 days 01:58:27.186000,2,Yellow,Spa-Francorchamps,2020
580,0 days 01:58:50.626000,1,AllClear,Spa-Francorchamps,2020
581,0 days 02:00:38.487000,2,Yellow,Spa-Francorchamps,2020
582,0 days 00:00:00,1,AllClear,Monza,2020
583,0 days 00:44:43.018000,2,Yellow,Monza,2020
584,0 days 00:45:01.840000,1,AllClear,Monza,2020
585,0 days 01:00:35.255000,2,Yellow,Monza,2020
586,0 days 01:01:35.482000,4,SCDeployed,Monza,2020
587,0 days 01:08:43.757000,1,AllClear,Monza,2020
588,0 days 01:10:21.987000,2,Yellow,Monza,2020
589,0 days 01:10:26.773000,4,SCDeployed,Monza,2020
590,0 days 01:13:02.308000,5,Red,Monza,2020
591,0 days 01:34:01.075000,1,AllClear,Monza,2020
592,0 days 00:01:19.369000,1,AllClear,Mugello,2020
593,0 days 00:33:50.287000,2,Yellow,Mugello,2020
594,0 days 00:34:03.516000,4,SCDeployed,Mugello,2020
595,0 days 00:46:35.103000,1,AllClear,Mugello,2020
596,0 days 00:46:52.739000,2,Yellow,Mugello,2020
597,0 days 00:46:57.296000,4,SCDeployed,Mugello,2020
598,0 days 00:49:34.491000,5,Red,Mugello,2020
599,0 days 01:14:11.784000,1,AllClear,Mugello,2020
600,0 days 02:05:40.977000,2,Yellow,Mugello,2020
601,0 days 02:05:54.264000,4,SCDeployed,Mugello,2020
602,0 days 02:09:44.391000,5,Red,Mugello,2020
603,0 days 02:28:01.392000,1,AllClear,Mugello,2020
604,0 days 00:07:43.184000,1,AllClear,Sochi,2020
605,0 days 00:34:06.948000,2,Yellow,Sochi,2020
606,0 days 00:34:32.789000,4,SCDeployed,Sochi,2020
607,0 days 00:47:13.597000,1,AllClear,Sochi,2020
608,0 days 01:49:53.243000,6,VSCDeployed,Sochi,2020
609,0 days 01:50:18.948000,7,VSCEnding,Sochi,2020
610,0 days 01:50:33.695000,1,AllClear,Sochi,2020
611,0 days 02:11:41.425000,2,Yellow,Sochi,2020
612,0 days 00:03:10.938000,1,AllClear,Nürburgring,2020
613,0 days 00:19:50.532000,2,Yellow,Nürburgring,2020
614,0 days 00:19:55.120000,1,AllClear,Nürburgring,2020
615,0 days 00:20:08.332000,2,Yellow,Nürburgring,2020
616,0 days 00:20:19.942000,1,AllClear,Nürburgring,2020
617,0 days 00:24:07.065000,6,VSCDeployed,Nürburgring,2020
618,0 days 00:25:11.222000,7,VSCEnding,Nürburgring,2020
619,0 days 00:25:23.675000,1,AllClear,Nürburgring,2020
620,0 days 00:25:53.043000,2,Yellow,Nürburgring,2020
621,0 days 00:29:45.733000,1,AllClear,Nürburgring,2020
622,0 days 01:07:40.570000,2,Yellow,Nürburgring,2020
623,0 days 01:08:33.328000,4,SCDeployed,Nürburgring,2020
624,0 days 01:19:20.193000,1,AllClear,Nürburgring,2020
625,0 days 00:09:52.059000,1,AllClear,Portimão,2020
626,0 days 00:33:36.599000,2,Yellow,Portimão,2020
627,0 days 00:33:44.599000,1,AllClear,Portimão,2020
628,0 days 00:07:45.636000,1,AllClear,Imola,2020
629,0 days 00:33:34.595000,2,Yellow,Imola,2020
630,0 days 00:33:36.095000,1,AllClear,Imola,2020
631,0 days 00:33:43.625000,2,Yellow,Imola,2020
632,0 days 00:34:09.986000,1,AllClear,Imola,2020
633,0 days 01:11:10.759000,2,Yellow,Imola,2020
634,0 days 01:12:38.062000,6,VSCDeployed,Imola,2020
635,0 days 01:13:02.099000,7,VSCEnding,Imola,2020
636,0 days 01:13:15.888000,1,AllClear,Imola,2020
637,0 days 01:39:57.577000,2,Yellow,Imola,2020
638,0 days 01:40:35.530000,4,SCDeployed,Imola,2020
639,0 days 01:53:53.388000,1,AllClear,Imola,2020
640,0 days 01:54:36.713000,2,Yellow,Imola,2020
641,0 days 01:54:44.245000,1,AllClear,Imola,2020
642,0 days 00:00:00,2,Yellow,Istanbul,2020
643,0 days 00:01:06.485000,1,AllClear,Istanbul,2020
644,0 days 00:33:41.378000,2,Yellow,Istanbul,2020
645,0 days 00:33:50.775000,1,AllClear,Istanbul,2020
646,0 days 00:34:49.880000,2,Yellow,Istanbul,2020
647,0 days 00:34:54.190000,1,AllClear,Istanbul,2020
648,0 days 00:35:03.673000,2,Yellow,Istanbul,2020
649,0 days 00:35:10.183000,1,AllClear,Istanbul,2020
650,0 days 00:35:37.610000,2,Yellow,Istanbul,2020
651,0 days 00:35:48.638000,1,AllClear,Istanbul,2020
652,0 days 00:57:18.090000,2,Yellow,Istanbul,2020
653,0 days 00:58:00.357000,6,VSCDeployed,Istanbul,2020
654,0 days 01:00:58.764000,7,VSCEnding,Istanbul,2020
655,0 days 01:01:13.477000,1,AllClear,Istanbul,2020
656,0 days 01:05:47.991000,2,Yellow,Istanbul,2020
657,0 days 01:05:52.931000,1,AllClear,Istanbul,2020
658,0 days 01:07:18.983000,2,Yellow,Istanbul,2020
659,0 days 01:07:30.587000,1,AllClear,Istanbul,2020
660,0 days 01:07:30.845000,2,Yellow,Istanbul,2020
661,0 days 01:07:38.360000,1,AllClear,Istanbul,2020
662,0 days 01:12:33.271000,2,Yellow,Istanbul,2020
663,0 days 01:12:43.898000,1,AllClear,Istanbul,2020
664,0 days 01:34:11.005000,2,Yellow,Istanbul,2020
665,0 days 01:34:16.959000,1,AllClear,Istanbul,2020
666,0 days 01:43:12.110000,2,Yellow,Istanbul,2020
667,0 days 01:43:35.327000,1,AllClear,Istanbul,2020
668,0 days 01:44:32.852000,2,Yellow,Istanbul,2020
669,0 days 01:44:38.466000,1,AllClear,Istanbul,2020
670,0 days 01:45:34.843000,2,Yellow,Istanbul,2020
671,0 days 01:45:45.067000,1,AllClear,Istanbul,2020
672,0 days 01:45:55.860000,2,Yellow,Istanbul,2020
673,0 days 01:46:04.110000,1,AllClear,Istanbul,2020
674,0 days 01:46:09.782000,2,Yellow,Istanbul,2020
675,0 days 01:46:19.593000,1,AllClear,Istanbul,2020
676,0 days 01:59:03.771000,2,Yellow,Istanbul,2020
677,0 days 01:59:16.770000,1,AllClear,Istanbul,2020
678,0 days 02:00:04.231000,2,Yellow,Istanbul,2020
679,0 days 02:00:09.740000,1,AllClear,Istanbul,2020
680,0 days 02:03:34.240000,2,Yellow,Istanbul,2020
681,0 days 02:03:42.880000,1,AllClear,Istanbul,2020
682,0 days 02:18:45.269000,2,Yellow,Istanbul,2020
683,0 days 02:18:49.317000,1,AllClear,Istanbul,2020
684,0 days 02:18:57.752000,2,Yellow,Istanbul,2020
685,0 days 00:00:00,2,Yellow,Sakhir,2020
686,0 days 00:00:25.693000,1,AllClear,Sakhir,2020
687,0 days 00:34:07.560000,5,Red,Sakhir,2020
688,0 days 01:50:00.706000,1,AllClear,Sakhir,2020
689,0 days 02:00:12.487000,2,Yellow,Sakhir,2020
690,0 days 02:00:18.673000,4,SCDeployed,Sakhir,2020
691,0 days 02:13:13.766000,1,AllClear,Sakhir,2020
692,0 days 02:21:15.688000,2,Yellow,Sakhir,2020
693,0 days 02:21:24.246000,1,AllClear,Sakhir,2020
694,0 days 03:26:29.779000,2,Yellow,Sakhir,2020
