,index,Driver,Position,Year,Location
0,5,VET,1.0,2018,Melbourne
1,44,HAM,2.0,2018,Melbourne
2,7,RAI,3.0,2018,Melbourne
3,3,RIC,4.0,2018,Melbourne
4,14,ALO,5.0,2018,Melbourne
5,33,VER,6.0,2018,Melbourne
6,27,HUL,7.0,2018,Melbourne
7,77,BOT,8.0,2018,Melbourne
8,2,VAN,9.0,2018,Melbourne
9,55,SAI,10.0,2018,Melbourne
10,11,PER,11.0,2018,Melbourne
11,31,OCO,12.0,2018,Melbourne
12,16,LEC,13.0,2018,Melbourne
13,18,STR,14.0,2018,Melbourne
14,28,HAR,15.0,2018,Melbourne
15,8,GRO,16.0,2018,Melbourne
16,20,MAG,17.0,2018,Melbourne
17,10,GAS,18.0,2018,Melbourne
18,9,ERI,19.0,2018,Melbourne
19,35,SIR,20.0,2018,Melbourne
20,5,VET,1.0,2018,Sakhir
21,77,BOT,2.0,2018,Sakhir
22,44,HAM,3.0,2018,Sakhir
23,10,GAS,4.0,2018,Sakhir
24,20,MAG,5.0,2018,Sakhir
25,27,HUL,6.0,2018,Sakhir
26,14,ALO,7.0,2018,Sakhir
27,2,VAN,8.0,2018,Sakhir
28,9,ERI,9.0,2018,Sakhir
29,31,OCO,10.0,2018,Sakhir
30,55,SAI,11.0,2018,Sakhir
31,16,LEC,12.0,2018,Sakhir
32,8,GRO,13.0,2018,Sakhir
33,18,STR,14.0,2018,Sakhir
34,35,SIR,15.0,2018,Sakhir
35,11,PER,16.0,2018,Sakhir
36,28,HAR,17.0,2018,Sakhir
37,7,RAI,18.0,2018,Sakhir
38,33,VER,19.0,2018,Sakhir
39,3,RIC,20.0,2018,Sakhir
40,3,RIC,1.0,2018,Shanghai
41,77,BOT,2.0,2018,Shanghai
42,7,RAI,3.0,2018,Shanghai
43,44,HAM,4.0,2018,Shanghai
44,33,VER,5.0,2018,Shanghai
45,27,HUL,6.0,2018,Shanghai
46,14,ALO,7.0,2018,Shanghai
47,5,VET,8.0,2018,Shanghai
48,55,SAI,9.0,2018,Shanghai
49,20,MAG,10.0,2018,Shanghai
50,31,OCO,11.0,2018,Shanghai
51,11,PER,12.0,2018,Shanghai
52,2,VAN,13.0,2018,Shanghai
53,18,STR,14.0,2018,Shanghai
54,35,SIR,15.0,2018,Shanghai
55,9,ERI,16.0,2018,Shanghai
56,8,GRO,17.0,2018,Shanghai
57,10,GAS,18.0,2018,Shanghai
58,16,LEC,19.0,2018,Shanghai
59,28,HAR,20.0,2018,Shanghai
60,44,HAM,1.0,2018,Baku
61,7,RAI,2.0,2018,Baku
62,11,PER,3.0,2018,Baku
63,5,VET,4.0,2018,Baku
64,55,SAI,5.0,2018,Baku
65,16,LEC,6.0,2018,Baku
66,14,ALO,7.0,2018,Baku
67,18,STR,8.0,2018,Baku
68,2,VAN,9.0,2018,Baku
69,28,HAR,10.0,2018,Baku
70,9,ERI,11.0,2018,Baku
71,10,GAS,12.0,2018,Baku
72,20,MAG,13.0,2018,Baku
73,77,BOT,14.0,2018,Baku
74,8,GRO,15.0,2018,Baku
75,33,VER,16.0,2018,Baku
76,3,RIC,17.0,2018,Baku
77,27,HUL,18.0,2018,Baku
78,31,OCO,19.0,2018,Baku
79,35,SIR,20.0,2018,Baku
80,44,HAM,1.0,2018,Barcelona
81,77,BOT,2.0,2018,Barcelona
82,33,VER,3.0,2018,Barcelona
83,5,VET,4.0,2018,Barcelona
84,3,RIC,5.0,2018,Barcelona
85,20,MAG,6.0,2018,Barcelona
86,55,SAI,7.0,2018,Barcelona
87,14,ALO,8.0,2018,Barcelona
88,11,PER,9.0,2018,Barcelona
89,16,LEC,10.0,2018,Barcelona
90,18,STR,11.0,2018,Barcelona
91,28,HAR,12.0,2018,Barcelona
92,9,ERI,13.0,2018,Barcelona
93,35,SIR,14.0,2018,Barcelona
94,2,VAN,15.0,2018,Barcelona
95,31,OCO,16.0,2018,Barcelona
96,7,RAI,17.0,2018,Barcelona
97,8,GRO,18.0,2018,Barcelona
98,10,GAS,19.0,2018,Barcelona
99,27,HUL,20.0,2018,Barcelona
100,3,RIC,1.0,2018,Monte Carlo
101,5,VET,2.0,2018,Monte Carlo
102,44,HAM,3.0,2018,Monte Carlo
103,7,RAI,4.0,2018,Monte Carlo
104,77,BOT,5.0,2018,Monte Carlo
105,31,OCO,6.0,2018,Monte Carlo
106,10,GAS,7.0,2018,Monte Carlo
107,27,HUL,8.0,2018,Monte Carlo
108,33,VER,9.0,2018,Monte Carlo
109,55,SAI,10.0,2018,Monte Carlo
110,9,ERI,11.0,2018,Monte Carlo
111,11,PER,12.0,2018,Monte Carlo
112,20,MAG,13.0,2018,Monte Carlo
113,2,VAN,14.0,2018,Monte Carlo
114,8,GRO,15.0,2018,Monte Carlo
115,35,SIR,16.0,2018,Monte Carlo
116,18,STR,17.0,2018,Monte Carlo
117,16,LEC,18.0,2018,Monte Carlo
118,28,HAR,19.0,2018,Monte Carlo
119,14,ALO,20.0,2018,Monte Carlo
120,5,VET,1.0,2018,Montréal
121,77,BOT,2.0,2018,Montréal
122,33,VER,3.0,2018,Montréal
123,3,RIC,4.0,2018,Montréal
124,44,HAM,5.0,2018,Montréal
125,7,RAI,6.0,2018,Montréal
126,27,HUL,7.0,2018,Montréal
127,55,SAI,8.0,2018,Montréal
128,31,OCO,9.0,2018,Montréal
129,16,LEC,10.0,2018,Montréal
130,10,GAS,11.0,2018,Montréal
131,8,GRO,12.0,2018,Montréal
132,20,MAG,13.0,2018,Montréal
133,11,PER,14.0,2018,Montréal
134,9,ERI,15.0,2018,Montréal
135,2,VAN,16.0,2018,Montréal
136,35,SIR,17.0,2018,Montréal
137,14,ALO,18.0,2018,Montréal
138,28,HAR,19.0,2018,Montréal
139,18,STR,20.0,2018,Montréal
140,44,HAM,1.0,2018,Le Castellet
141,33,VER,2.0,2018,Le Castellet
142,7,RAI,3.0,2018,Le Castellet
143,3,RIC,4.0,2018,Le Castellet
144,5,VET,5.0,2018,Le Castellet
145,20,MAG,6.0,2018,Le Castellet
146,77,BOT,7.0,2018,Le Castellet
147,55,SAI,8.0,2018,Le Castellet
148,27,HUL,9.0,2018,Le Castellet
149,16,LEC,10.0,2018,Le Castellet
150,8,GRO,11.0,2018,Le Castellet
151,2,VAN,12.0,2018,Le Castellet
152,9,ERI,13.0,2018,Le Castellet
153,28,HAR,14.0,2018,Le Castellet
154,35,SIR,15.0,2018,Le Castellet
155,14,ALO,16.0,2018,Le Castellet
156,18,STR,17.0,2018,Le Castellet
157,11,PER,18.0,2018,Le Castellet
158,31,OCO,19.0,2018,Le Castellet
159,10,GAS,20.0,2018,Le Castellet
160,33,VER,1.0,2018,Spielberg
161,7,RAI,2.0,2018,Spielberg
162,5,VET,3.0,2018,Spielberg
163,8,GRO,4.0,2018,Spielberg
164,20,MAG,5.0,2018,Spielberg
165,31,OCO,6.0,2018,Spielberg
166,11,PER,7.0,2018,Spielberg
167,14,ALO,8.0,2018,Spielberg
168,16,LEC,9.0,2018,Spielberg
169,9,ERI,10.0,2018,Spielberg
170,10,GAS,11.0,2018,Spielberg
171,55,SAI,12.0,2018,Spielberg
172,35,SIR,13.0,2018,Spielberg
173,18,STR,14.0,2018,Spielberg
174,2,VAN,15.0,2018,Spielberg
175,44,HAM,16.0,2018,Spielberg
176,28,HAR,17.0,2018,Spielberg
177,3,RIC,18.0,2018,Spielberg
178,77,BOT,19.0,2018,Spielberg
179,27,HUL,20.0,2018,Spielberg
180,5,VET,1.0,2018,Silverstone
181,44,HAM,2.0,2018,Silverstone
182,7,RAI,3.0,2018,Silverstone
183,77,BOT,4.0,2018,Silverstone
184,3,RIC,5.0,2018,Silverstone
185,27,HUL,6.0,2018,Silverstone
186,31,OCO,7.0,2018,Silverstone
187,14,ALO,8.0,2018,Silverstone
188,20,MAG,9.0,2018,Silverstone
189,11,PER,10.0,2018,Silverstone
190,2,VAN,11.0,2018,Silverstone
191,18,STR,12.0,2018,Silverstone
192,10,GAS,13.0,2018,Silverstone
193,35,SIR,14.0,2018,Silverstone
194,33,VER,15.0,2018,Silverstone
195,8,GRO,16.0,2018,Silverstone
196,55,SAI,17.0,2018,Silverstone
197,9,ERI,18.0,2018,Silverstone
198,16,LEC,19.0,2018,Silverstone
199,28,HAR,20.0,2018,Silverstone
200,44,HAM,1.0,2018,Hockenheim
201,77,BOT,2.0,2018,Hockenheim
202,7,RAI,3.0,2018,Hockenheim
203,33,VER,4.0,2018,Hockenheim
204,27,HUL,5.0,2018,Hockenheim
205,8,GRO,6.0,2018,Hockenheim
206,11,PER,7.0,2018,Hockenheim
207,31,OCO,8.0,2018,Hockenheim
208,9,ERI,9.0,2018,Hockenheim
209,28,HAR,10.0,2018,Hockenheim
210,20,MAG,11.0,2018,Hockenheim
211,55,SAI,12.0,2018,Hockenheim
212,2,VAN,13.0,2018,Hockenheim
213,10,GAS,14.0,2018,Hockenheim
214,16,LEC,15.0,2018,Hockenheim
215,14,ALO,16.0,2018,Hockenheim
216,18,STR,17.0,2018,Hockenheim
217,5,VET,18.0,2018,Hockenheim
218,35,SIR,19.0,2018,Hockenheim
219,3,RIC,20.0,2018,Hockenheim
220,44,HAM,1.0,2018,Budapest
221,5,VET,2.0,2018,Budapest
222,7,RAI,3.0,2018,Budapest
223,3,RIC,4.0,2018,Budapest
224,77,BOT,5.0,2018,Budapest
225,10,GAS,6.0,2018,Budapest
226,20,MAG,7.0,2018,Budapest
227,14,ALO,8.0,2018,Budapest
228,55,SAI,9.0,2018,Budapest
229,8,GRO,10.0,2018,Budapest
230,28,HAR,11.0,2018,Budapest
231,27,HUL,12.0,2018,Budapest
232,31,OCO,13.0,2018,Budapest
233,11,PER,14.0,2018,Budapest
234,9,ERI,15.0,2018,Budapest
235,35,SIR,16.0,2018,Budapest
236,18,STR,17.0,2018,Budapest
237,2,VAN,18.0,2018,Budapest
238,33,VER,19.0,2018,Budapest
239,16,LEC,20.0,2018,Budapest
240,5,VET,1.0,2018,Spa-Francorchamps
241,44,HAM,2.0,2018,Spa-Francorchamps
242,33,VER,3.0,2018,Spa-Francorchamps
243,77,BOT,4.0,2018,Spa-Francorchamps
244,11,PER,5.0,2018,Spa-Francorchamps
245,31,OCO,6.0,2018,Spa-Francorchamps
246,8,GRO,7.0,2018,Spa-Francorchamps
247,20,MAG,8.0,2018,Spa-Francorchamps
248,10,GAS,9.0,2018,Spa-Francorchamps
249,9,ERI,10.0,2018,Spa-Francorchamps
250,55,SAI,11.0,2018,Spa-Francorchamps
251,35,SIR,12.0,2018,Spa-Francorchamps
252,18,STR,13.0,2018,Spa-Francorchamps
253,28,HAR,14.0,2018,Spa-Francorchamps
254,2,VAN,15.0,2018,Spa-Francorchamps
255,3,RIC,16.0,2018,Spa-Francorchamps
256,7,RAI,17.0,2018,Spa-Francorchamps
257,16,LEC,18.0,2018,Spa-Francorchamps
258,14,ALO,19.0,2018,Spa-Francorchamps
259,27,HUL,20.0,2018,Spa-Francorchamps
260,44,HAM,1.0,2018,Monza
261,7,RAI,2.0,2018,Monza
262,77,BOT,3.0,2018,Monza
263,5,VET,4.0,2018,Monza
264,33,VER,5.0,2018,Monza
265,31,OCO,6.0,2018,Monza
266,11,PER,7.0,2018,Monza
267,55,SAI,8.0,2018,Monza
268,18,STR,9.0,2018,Monza
269,35,SIR,10.0,2018,Monza
270,16,LEC,11.0,2018,Monza
271,2,VAN,12.0,2018,Monza
272,27,HUL,13.0,2018,Monza
273,10,GAS,14.0,2018,Monza
274,9,ERI,15.0,2018,Monza
275,20,MAG,16.0,2018,Monza
276,3,RIC,17.0,2018,Monza
277,14,ALO,18.0,2018,Monza
278,28,HAR,19.0,2018,Monza
279,8,GRO,20.0,2018,Monza
280,44,HAM,1.0,2018,Singapore
281,33,VER,2.0,2018,Singapore
282,5,VET,3.0,2018,Singapore
283,77,BOT,4.0,2018,Singapore
284,7,RAI,5.0,2018,Singapore
285,3,RIC,6.0,2018,Singapore
286,14,ALO,7.0,2018,Singapore
287,55,SAI,8.0,2018,Singapore
288,16,LEC,9.0,2018,Singapore
289,27,HUL,10.0,2018,Singapore
290,9,ERI,11.0,2018,Singapore
291,2,VAN,12.0,2018,Singapore
292,10,GAS,13.0,2018,Singapore
293,18,STR,14.0,2018,Singapore
294,8,GRO,15.0,2018,Singapore
295,11,PER,16.0,2018,Singapore
296,28,HAR,17.0,2018,Singapore
297,20,MAG,18.0,2018,Singapore
298,35,SIR,19.0,2018,Singapore
299,31,OCO,20.0,2018,Singapore
300,44,HAM,1.0,2018,Sochi
301,77,BOT,2.0,2018,Sochi
302,5,VET,3.0,2018,Sochi
303,7,RAI,4.0,2018,Sochi
304,33,VER,5.0,2018,Sochi
305,3,RIC,6.0,2018,Sochi
306,16,LEC,7.0,2018,Sochi
307,20,MAG,8.0,2018,Sochi
308,31,OCO,9.0,2018,Sochi
309,11,PER,10.0,2018,Sochi
310,8,GRO,11.0,2018,Sochi
311,27,HUL,12.0,2018,Sochi
312,9,ERI,13.0,2018,Sochi
313,14,ALO,14.0,2018,Sochi
314,18,STR,15.0,2018,Sochi
315,2,VAN,16.0,2018,Sochi
316,55,SAI,17.0,2018,Sochi
317,35,SIR,18.0,2018,Sochi
318,10,GAS,19.0,2018,Sochi
319,28,HAR,20.0,2018,Sochi
320,44,HAM,1.0,2018,Suzuka
321,77,BOT,2.0,2018,Suzuka
322,33,VER,3.0,2018,Suzuka
323,3,RIC,4.0,2018,Suzuka
324,7,RAI,5.0,2018,Suzuka
325,5,VET,6.0,2018,Suzuka
326,11,PER,7.0,2018,Suzuka
327,8,GRO,8.0,2018,Suzuka
328,31,OCO,9.0,2018,Suzuka
329,55,SAI,10.0,2018,Suzuka
330,10,GAS,11.0,2018,Suzuka
331,9,ERI,12.0,2018,Suzuka
332,28,HAR,13.0,2018,Suzuka
333,14,ALO,14.0,2018,Suzuka
334,2,VAN,15.0,2018,Suzuka
335,35,SIR,16.0,2018,Suzuka
336,18,STR,17.0,2018,Suzuka
337,16,LEC,18.0,2018,Suzuka
338,27,HUL,19.0,2018,Suzuka
339,20,MAG,20.0,2018,Suzuka
340,7,RAI,1.0,2018,Austin
341,33,VER,2.0,2018,Austin
342,44,HAM,3.0,2018,Austin
343,5,VET,4.0,2018,Austin
344,77,BOT,5.0,2018,Austin
345,27,HUL,6.0,2018,Austin
346,55,SAI,7.0,2018,Austin
347,11,PER,8.0,2018,Austin
348,28,HAR,9.0,2018,Austin
349,9,ERI,10.0,2018,Austin
350,2,VAN,11.0,2018,Austin
351,10,GAS,12.0,2018,Austin
352,35,SIR,13.0,2018,Austin
353,18,STR,14.0,2018,Austin
354,16,LEC,15.0,2018,Austin
355,3,RIC,16.0,2018,Austin
356,8,GRO,17.0,2018,Austin
357,14,ALO,18.0,2018,Austin
358,31,OCO,19.0,2018,Austin
359,20,MAG,20.0,2018,Austin
360,33,VER,1.0,2018,Mexico City
361,5,VET,2.0,2018,Mexico City
362,7,RAI,3.0,2018,Mexico City
363,44,HAM,4.0,2018,Mexico City
364,77,BOT,5.0,2018,Mexico City
365,27,HUL,6.0,2018,Mexico City
366,16,LEC,7.0,2018,Mexico City
367,2,VAN,8.0,2018,Mexico City
368,9,ERI,9.0,2018,Mexico City
369,10,GAS,10.0,2018,Mexico City
370,31,OCO,11.0,2018,Mexico City
371,18,STR,12.0,2018,Mexico City
372,35,SIR,13.0,2018,Mexico City
373,28,HAR,14.0,2018,Mexico City
374,20,MAG,15.0,2018,Mexico City
375,8,GRO,16.0,2018,Mexico City
376,3,RIC,17.0,2018,Mexico City
377,11,PER,18.0,2018,Mexico City
378,55,SAI,19.0,2018,Mexico City
379,14,ALO,20.0,2018,Mexico City
380,44,HAM,1.0,2018,São Paulo
381,33,VER,2.0,2018,São Paulo
382,7,RAI,3.0,2018,São Paulo
383,3,RIC,4.0,2018,São Paulo
384,77,BOT,5.0,2018,São Paulo
385,5,VET,6.0,2018,São Paulo
386,16,LEC,7.0,2018,São Paulo
387,8,GRO,8.0,2018,São Paulo
388,20,MAG,9.0,2018,São Paulo
389,11,PER,10.0,2018,São Paulo
390,28,HAR,11.0,2018,São Paulo
391,55,SAI,12.0,2018,São Paulo
392,10,GAS,13.0,2018,São Paulo
393,2,VAN,14.0,2018,São Paulo
394,31,OCO,15.0,2018,São Paulo
395,35,SIR,16.0,2018,São Paulo
396,14,ALO,17.0,2018,São Paulo
397,18,STR,18.0,2018,São Paulo
398,27,HUL,19.0,2018,São Paulo
399,9,ERI,20.0,2018,São Paulo
400,44,HAM,1.0,2018,Yas Marina
401,5,VET,2.0,2018,Yas Marina
402,33,VER,3.0,2018,Yas Marina
403,3,RIC,4.0,2018,Yas Marina
404,77,BOT,5.0,2018,Yas Marina
405,55,SAI,6.0,2018,Yas Marina
406,16,LEC,7.0,2018,Yas Marina
407,11,PER,8.0,2018,Yas Marina
408,8,GRO,9.0,2018,Yas Marina
409,20,MAG,10.0,2018,Yas Marina
410,14,ALO,11.0,2018,Yas Marina
411,28,HAR,12.0,2018,Yas Marina
412,18,STR,13.0,2018,Yas Marina
413,2,VAN,14.0,2018,Yas Marina
414,35,SIR,15.0,2018,Yas Marina
415,10,GAS,16.0,2018,Yas Marina
416,31,OCO,17.0,2018,Yas Marina
417,9,ERI,18.0,2018,Yas Marina
418,7,RAI,19.0,2018,Yas Marina
419,27,HUL,20.0,2018,Yas Marina
420,77,BOT,1.0,2019,Melbourne
421,44,HAM,2.0,2019,Melbourne
422,33,VER,3.0,2019,Melbourne
423,5,VET,4.0,2019,Melbourne
424,16,LEC,5.0,2019,Melbourne
425,20,MAG,6.0,2019,Melbourne
426,27,HUL,7.0,2019,Melbourne
427,7,RAI,8.0,2019,Melbourne
428,18,STR,9.0,2019,Melbourne
429,26,KVY,10.0,2019,Melbourne
430,10,GAS,11.0,2019,Melbourne
431,4,NOR,12.0,2019,Melbourne
432,11,PER,13.0,2019,Melbourne
433,23,ALB,14.0,2019,Melbourne
434,99,GIO,15.0,2019,Melbourne
435,63,RUS,16.0,2019,Melbourne
436,88,KUB,17.0,2019,Melbourne
437,8,GRO,18.0,2019,Melbourne
438,3,RIC,19.0,2019,Melbourne
439,55,SAI,20.0,2019,Melbourne
440,44,HAM,1.0,2019,Sakhir
441,77,BOT,2.0,2019,Sakhir
442,16,LEC,3.0,2019,Sakhir
443,33,VER,4.0,2019,Sakhir
444,5,VET,5.0,2019,Sakhir
445,4,NOR,6.0,2019,Sakhir
446,7,RAI,7.0,2019,Sakhir
447,10,GAS,8.0,2019,Sakhir
448,23,ALB,9.0,2019,Sakhir
449,11,PER,10.0,2019,Sakhir
450,99,GIO,11.0,2019,Sakhir
451,26,KVY,12.0,2019,Sakhir
452,20,MAG,13.0,2019,Sakhir
453,18,STR,14.0,2019,Sakhir
454,63,RUS,15.0,2019,Sakhir
455,88,KUB,16.0,2019,Sakhir
456,27,HUL,17.0,2019,Sakhir
457,3,RIC,18.0,2019,Sakhir
458,55,SAI,19.0,2019,Sakhir
459,8,GRO,20.0,2019,Sakhir
460,44,HAM,1.0,2019,Shanghai
461,77,BOT,2.0,2019,Shanghai
462,5,VET,3.0,2019,Shanghai
463,33,VER,4.0,2019,Shanghai
464,16,LEC,5.0,2019,Shanghai
465,10,GAS,6.0,2019,Shanghai
466,3,RIC,7.0,2019,Shanghai
467,11,PER,8.0,2019,Shanghai
468,7,RAI,9.0,2019,Shanghai
469,23,ALB,10.0,2019,Shanghai
470,8,GRO,11.0,2019,Shanghai
471,18,STR,12.0,2019,Shanghai
472,20,MAG,13.0,2019,Shanghai
473,55,SAI,14.0,2019,Shanghai
474,99,GIO,15.0,2019,Shanghai
475,63,RUS,16.0,2019,Shanghai
476,88,KUB,17.0,2019,Shanghai
477,4,NOR,18.0,2019,Shanghai
478,26,KVY,19.0,2019,Shanghai
479,27,HUL,20.0,2019,Shanghai
480,77,BOT,1.0,2019,Baku
481,44,HAM,2.0,2019,Baku
482,5,VET,3.0,2019,Baku
483,33,VER,4.0,2019,Baku
484,16,LEC,5.0,2019,Baku
485,11,PER,6.0,2019,Baku
486,55,SAI,7.0,2019,Baku
487,4,NOR,8.0,2019,Baku
488,18,STR,9.0,2019,Baku
489,7,RAI,10.0,2019,Baku
490,23,ALB,11.0,2019,Baku
491,99,GIO,12.0,2019,Baku
492,20,MAG,13.0,2019,Baku
493,27,HUL,14.0,2019,Baku
494,63,RUS,15.0,2019,Baku
495,88,KUB,16.0,2019,Baku
496,10,GAS,17.0,2019,Baku
497,8,GRO,18.0,2019,Baku
498,26,KVY,19.0,2019,Baku
499,3,RIC,20.0,2019,Baku
500,44,HAM,1.0,2019,Barcelona
501,77,BOT,2.0,2019,Barcelona
502,33,VER,3.0,2019,Barcelona
503,5,VET,4.0,2019,Barcelona
504,16,LEC,5.0,2019,Barcelona
505,10,GAS,6.0,2019,Barcelona
506,20,MAG,7.0,2019,Barcelona
507,55,SAI,8.0,2019,Barcelona
508,26,KVY,9.0,2019,Barcelona
509,8,GRO,10.0,2019,Barcelona
510,23,ALB,11.0,2019,Barcelona
511,3,RIC,12.0,2019,Barcelona
512,27,HUL,13.0,2019,Barcelona
513,7,RAI,14.0,2019,Barcelona
514,11,PER,15.0,2019,Barcelona
515,99,GIO,16.0,2019,Barcelona
516,63,RUS,17.0,2019,Barcelona
517,88,KUB,18.0,2019,Barcelona
518,18,STR,19.0,2019,Barcelona
519,4,NOR,20.0,2019,Barcelona
520,44,HAM,1.0,2019,Monte Carlo
521,5,VET,2.0,2019,Monte Carlo
522,77,BOT,3.0,2019,Monte Carlo
523,33,VER,4.0,2019,Monte Carlo
524,10,GAS,5.0,2019,Monte Carlo
525,55,SAI,6.0,2019,Monte Carlo
526,26,KVY,7.0,2019,Monte Carlo
527,23,ALB,8.0,2019,Monte Carlo
528,3,RIC,9.0,2019,Monte Carlo
529,8,GRO,10.0,2019,Monte Carlo
530,4,NOR,11.0,2019,Monte Carlo
531,11,PER,12.0,2019,Monte Carlo
532,27,HUL,13.0,2019,Monte Carlo
533,20,MAG,14.0,2019,Monte Carlo
534,63,RUS,15.0,2019,Monte Carlo
535,18,STR,16.0,2019,Monte Carlo
536,7,RAI,17.0,2019,Monte Carlo
537,88,KUB,18.0,2019,Monte Carlo
538,99,GIO,19.0,2019,Monte Carlo
539,16,LEC,20.0,2019,Monte Carlo
540,44,HAM,1.0,2019,Montréal
541,5,VET,2.0,2019,Montréal
542,16,LEC,3.0,2019,Montréal
543,77,BOT,4.0,2019,Montréal
544,33,VER,5.0,2019,Montréal
545,3,RIC,6.0,2019,Montréal
546,27,HUL,7.0,2019,Montréal
547,10,GAS,8.0,2019,Montréal
548,18,STR,9.0,2019,Montréal
549,26,KVY,10.0,2019,Montréal
550,55,SAI,11.0,2019,Montréal
551,11,PER,12.0,2019,Montréal
552,99,GIO,13.0,2019,Montréal
553,8,GRO,14.0,2019,Montréal
554,7,RAI,15.0,2019,Montréal
555,63,RUS,16.0,2019,Montréal
556,20,MAG,17.0,2019,Montréal
557,88,KUB,18.0,2019,Montréal
558,23,ALB,19.0,2019,Montréal
559,4,NOR,20.0,2019,Montréal
560,44,HAM,1.0,2019,Le Castellet
561,77,BOT,2.0,2019,Le Castellet
562,16,LEC,3.0,2019,Le Castellet
563,33,VER,4.0,2019,Le Castellet
564,5,VET,5.0,2019,Le Castellet
565,55,SAI,6.0,2019,Le Castellet
566,7,RAI,7.0,2019,Le Castellet
567,27,HUL,8.0,2019,Le Castellet
568,4,NOR,9.0,2019,Le Castellet
569,10,GAS,10.0,2019,Le Castellet
570,3,RIC,11.0,2019,Le Castellet
571,11,PER,12.0,2019,Le Castellet
572,18,STR,13.0,2019,Le Castellet
573,26,KVY,14.0,2019,Le Castellet
574,23,ALB,15.0,2019,Le Castellet
575,99,GIO,16.0,2019,Le Castellet
576,20,MAG,17.0,2019,Le Castellet
577,88,KUB,18.0,2019,Le Castellet
578,63,RUS,19.0,2019,Le Castellet
579,8,GRO,20.0,2019,Le Castellet
580,33,VER,1.0,2019,Spielberg
581,16,LEC,2.0,2019,Spielberg
582,77,BOT,3.0,2019,Spielberg
583,5,VET,4.0,2019,Spielberg
584,44,HAM,5.0,2019,Spielberg
585,4,NOR,6.0,2019,Spielberg
586,10,GAS,7.0,2019,Spielberg
587,55,SAI,8.0,2019,Spielberg
588,7,RAI,9.0,2019,Spielberg
589,99,GIO,10.0,2019,Spielberg
590,11,PER,11.0,2019,Spielberg
591,3,RIC,12.0,2019,Spielberg
592,27,HUL,13.0,2019,Spielberg
593,18,STR,14.0,2019,Spielberg
594,23,ALB,15.0,2019,Spielberg
595,8,GRO,16.0,2019,Spielberg
596,26,KVY,17.0,2019,Spielberg
597,63,RUS,18.0,2019,Spielberg
598,20,MAG,19.0,2019,Spielberg
599,88,KUB,20.0,2019,Spielberg
600,44,HAM,1.0,2019,Silverstone
601,77,BOT,2.0,2019,Silverstone
602,16,LEC,3.0,2019,Silverstone
603,10,GAS,4.0,2019,Silverstone
604,33,VER,5.0,2019,Silverstone
605,55,SAI,6.0,2019,Silverstone
606,3,RIC,7.0,2019,Silverstone
607,7,RAI,8.0,2019,Silverstone
608,26,KVY,9.0,2019,Silverstone
609,27,HUL,10.0,2019,Silverstone
610,4,NOR,11.0,2019,Silverstone
611,23,ALB,12.0,2019,Silverstone
612,18,STR,13.0,2019,Silverstone
613,63,RUS,14.0,2019,Silverstone
614,88,KUB,15.0,2019,Silverstone
615,5,VET,16.0,2019,Silverstone
616,11,PER,17.0,2019,Silverstone
617,99,GIO,18.0,2019,Silverstone
618,8,GRO,19.0,2019,Silverstone
619,20,MAG,20.0,2019,Silverstone
620,33,VER,1.0,2019,Hockenheim
621,5,VET,2.0,2019,Hockenheim
622,26,KVY,3.0,2019,Hockenheim
623,18,STR,4.0,2019,Hockenheim
624,55,SAI,5.0,2019,Hockenheim
625,23,ALB,6.0,2019,Hockenheim
626,8,GRO,7.0,2019,Hockenheim
627,20,MAG,8.0,2019,Hockenheim
628,44,HAM,9.0,2019,Hockenheim
629,88,KUB,10.0,2019,Hockenheim
630,63,RUS,11.0,2019,Hockenheim
631,7,RAI,12.0,2019,Hockenheim
632,99,GIO,13.0,2019,Hockenheim
633,10,GAS,14.0,2019,Hockenheim
634,77,BOT,15.0,2019,Hockenheim
635,27,HUL,16.0,2019,Hockenheim
636,16,LEC,17.0,2019,Hockenheim
637,4,NOR,18.0,2019,Hockenheim
638,3,RIC,19.0,2019,Hockenheim
639,11,PER,20.0,2019,Hockenheim
640,44,HAM,1.0,2019,Budapest
641,33,VER,2.0,2019,Budapest
642,5,VET,3.0,2019,Budapest
643,16,LEC,4.0,2019,Budapest
644,55,SAI,5.0,2019,Budapest
645,10,GAS,6.0,2019,Budapest
646,7,RAI,7.0,2019,Budapest
647,77,BOT,8.0,2019,Budapest
648,4,NOR,9.0,2019,Budapest
649,23,ALB,10.0,2019,Budapest
650,11,PER,11.0,2019,Budapest
651,27,HUL,12.0,2019,Budapest
652,20,MAG,13.0,2019,Budapest
653,3,RIC,14.0,2019,Budapest
654,26,KVY,15.0,2019,Budapest
655,63,RUS,16.0,2019,Budapest
656,18,STR,17.0,2019,Budapest
657,99,GIO,18.0,2019,Budapest
658,88,KUB,19.0,2019,Budapest
659,8,GRO,20.0,2019,Budapest
660,16,LEC,1.0,2019,Spa-Francorchamps
661,44,HAM,2.0,2019,Spa-Francorchamps
662,77,BOT,3.0,2019,Spa-Francorchamps
663,5,VET,4.0,2019,Spa-Francorchamps
664,23,ALB,5.0,2019,Spa-Francorchamps
665,11,PER,6.0,2019,Spa-Francorchamps
666,26,KVY,7.0,2019,Spa-Francorchamps
667,27,HUL,8.0,2019,Spa-Francorchamps
668,10,GAS,9.0,2019,Spa-Francorchamps
